customer id,gender,first,last,age,job type,occupation,martial status,email,postal,province,city,income,em eligible,dm eligible,lang,segment,treatment,channel
100677,Male,Zebadiah,Vuong,47,fulltime,5414 Specialized design services,Married,Zebadiah.Vuong77@hotmail.com,H3F 7W7,NB,Port Shaniastad,125733.3,True,True,E,21B,21BT,EM
100682,Male,Arwa,Voelker,33,fulltime,"7114 Agents and managers for artists, athletes, entertainers and oth",Single,Arwa_Voelker21@gmail.com,K6L 1Y8,PE,O'Konville,420309.52,True,True,E,21B,21BT,EM
100697,Male,Hayslee,Victor,36,fulltime,4451 Grocery stores,Divorced,Hayslee_Victor21@gmail.com,G1S 7D4,AB,East Vernaland,56512.0,True,True,E,21B,21BT,EM
100714,Other,Briella,Vest,41,fulltime,Retired,Widowed,Briella_Vest@yahoo.com,P4B 4S9,YT,Lake Toney,49784.7,True,True,F,21B,21BT,EM
100773,Female,Raigan,Vanhoose,34,fulltime,"5416 Management, scientific and technical consulting services",Married,Raigan.Vanhoose77@hotmail.com,S4R 0Y0,ON,Alecmouth,64681.32,True,True,E,21B,21BT,EM
100774,Female,Mindy,Vanhoose,35,fulltime,,Single,Mindy_Vanhoose@yahoo.com,Y8O 7B1,AB,Port Carmelashire,122210.0,True,True,F,21B,21BT,EM
100791,Female,Riya,Valladares,29,fulltime,6241 Individual and family services,Single,Riya.Valladares77@hotmail.com,M3X 6N9,NB,Sporermouth,427497.58,True,True,E,21B,21BT,EM
100806,Male,Jamaya,Usher,38,fulltime,6111 Elementary and secondary schools,Single,Jamaya.Usher77@hotmail.com,X5U 7U0,QC,Traceyton,43465.0,True,True,E,11B,11BT,EM
100813,Female,Minh,Underhill,40,fulltime,6116 Other school and instruction,Married,Minh_Underhill@yahoo.com,A6D 4M7,PE,Terryhaven,425731.0,True,True,F,21B,21BT,EM
100819,Male,Yamen,Underhill,54,fulltime,Retired,Widowed,Yamen_Underhill@yahoo.com,H9R 1T5,AB,North Evaton,46967.2,True,True,F,21B,21BT,EM
100861,Female,Milan,Tuggle,34,fulltime,7111 Performing arts companies,Single,Milan_Tuggle@yahoo.com,H3J 0R3,NT,Schroederview,101647.0,True,True,F,21B,21BT,EM
100873,Male,Tala,Tso,43,fulltime,3261 Plastic product manufacturing,Married,Tala_Tso@yahoo.com,T8S 0C9,QC,North Aprilmouth,87450.0,True,True,F,11B,11BT,EM
100907,Female,Dani,True,36,fulltime,5221 Depository credit intermediation,Single,Dani_True21@gmail.com,H1Z 1C7,NT,East Lela,420901.0,True,True,E,21B,21BT,EM
101003,Female,Rosslyn,Torres,36,fulltime,4184 Chemical (except agricultural) and allied product wholesaler-di,Divorced,Rosslyn_Torres21@gmail.com,V1J 5I8,NT,Port Jeffereyfort,81557.0,True,True,E,21B,21BT,EM
101041,Female,Zackery,Tolbert,36,fulltime,5322 Consumer goods rental,Single,Zackery_Tolbert@yahoo.com,Y5X 7S3,NL,Emilyfurt,55412.0,True,True,F,21B,21BT,EM
101042,Female,Cailee,Tolbert,33,fulltime,5172 Wireless telecommunications carriers (except satellite),Single,Cailee_Tolbert21@gmail.com,E7C 1U2,ON,West Nyasia,430037.26,True,True,E,21B,21BT,EM
101057,Male,Leo,Tobar,48,fulltime,4451 Grocery stores,Single,Leo_Tobar21@gmail.com,K6X 4T2,QC,Bettiehaven,42216.9,True,True,E,11B,11BT,EM
101059,Female,Kace,Tobar,54,fulltime,Retired,Divorced,Kace_Tobar@yahoo.com,M1S 3Q7,YT,Botsfordmouth,418673.9,True,True,F,21B,21BT,EM
101071,Female,Rosanna,Timm,39,fulltime,3259 Other chemical product manufacturing,Married,Rosanna_Timm@yahoo.com,Y3L 8P2,NT,Lake Liliane,46379.0,True,True,F,21B,21BT,EM
101078,Female,Isabela,Timm,39,fulltime,9112-9119 Other federal services,Married,Isabela_Timm21@gmail.com,T9Z 1E8,QC,Lake Schuyler,432768.0,True,True,E,11B,11BT,EM
101087,Male,Lucille,Tiller,34,fulltime,8134 Civic and social organizations,Single,Lucille_Tiller21@gmail.com,A2O 0J7,QC,Bartberg,432340.66,True,True,E,11B,11BT,EM
101113,Male,Britain,Thomasson,45,fulltime,5313 Activities related to real estate,Married,Britain_Thomasson@yahoo.com,Y5D 9A0,YT,East Lafayette,64733.9,True,True,F,21B,21BT,EM
101117,Male,Alivia,Thomasson,44,fulltime,5311 Lessors of real estate,Single,Alivia_Thomasson21@gmail.com,A6A 8F6,AB,South Michelleberg,59220.7,True,True,E,21B,21BT,EM
101162,Other,Grayson,Templin,37,fulltime,4461 Health and personal care stores,Married,Grayson_Templin21@gmail.com,C8P 3R0,NL,Lake Dannie,86979.0,True,True,E,21B,21BT,EM
101178,Male,Janelly,Teal,30,fulltime,7222 Limited-service restaurants,Single,Janelly.Teal77@hotmail.com,G9G 9U3,YT,Port Alyce,425703.7,True,True,E,21B,21BT,EM
101218,Female,Sandra,Sweet,54,fulltime,"2211 Electric power generation, transmission and distribution",Married,Sandra_Sweet@yahoo.com,K2S 7E6,NL,New Mavisview,41278.1,True,True,F,21B,21BT,EM
101253,Female,Marlowe,Sung,53,fulltime,6230 Nursing and residential care facilities (6231 to 6239),Single,Marlowe.Sung77@hotmail.com,G9A 0T1,PE,South Jamarcus,66595.1,True,True,E,21B,21BT,EM
101333,Other,Banks,Stroup,35,fulltime,6213 Offices of other health practitioners,Divorced,Banks_Stroup21@gmail.com,K8V 5F8,MB,Lake Nathenton,423857.0,True,True,E,21B,21BT,EM
101359,Other,Braylie,Stratton,41,fulltime,3222 Converted paper product manufacturing,Separate,Braylie_Stratton@yahoo.com,R4N 0A2,AB,Waelchifurt,67465.0,True,True,F,21B,21BT,EM
101387,Female,Jazaria,Stilwell,31,fulltime,7221 Full-service restaurants,Single,Jazaria_Stilwell21@gmail.com,V2R 3S5,MB,Homenicktown,421928.5,True,True,E,21B,21BT,EM
101393,Male,Kolbi,Steward,36,fulltime,3115 Dairy product manufacturing,Married,Kolbi_Steward21@gmail.com,G8H 5S9,ON,Crystalland,56513.0,True,True,E,21B,21BT,EM
101401,Male,Dayanna,Sterner,39,fulltime,,Single,Dayanna_Sterner@yahoo.com,M8F 4E1,ON,Opalfurt,400000.0,True,True,F,21B,21BT,EM
101409,Other,Roselyn,Sterner,45,fulltime,5241 Insurance carriers,Married,Roselyn.Sterner77@hotmail.com,Y3L 5Y5,SK,Walkerberg,41991.4,True,True,E,21B,21BT,EM
101414,Female,Kallie,Sternberg,36,fulltime,5617 Services to buildings and dwellings,Single,Kallie_Sternberg21@gmail.com,J6Z 8V6,NL,Kesslermouth,429010.0,True,True,E,21B,21BT,EM
101418,Other,Kai,Sternberg,52,fulltime,Retired,Widowed,Kai.Sternberg77@hotmail.com,H3R 9O3,NU,South Briceshire,426373.2,True,True,E,21B,21BT,EM
101419,Male,Rainer,Sternberg,40,fulltime,6111 Elementary and secondary schools,Married,Rainer_Sternberg@yahoo.com,K4H 5W2,NU,East Weldon,429058.0,True,True,F,21B,21BT,EM
101421,Female,Justin,Steffens,38,fulltime,4142 Home entertainment equipment and household appliance wholesaler,Single,Justin.Steffens77@hotmail.com,C7S 9U9,QC,Erwinfort,126583.0,True,True,E,11B,11BT,EM
101446,Female,Braven,Starke,54,fulltime,4911 Postal service,Married,Braven_Starke@yahoo.com,M6W 4M8,PE,Sheashire,40404.1,True,True,F,21B,21BT,EM
101447,Male,Lilyan,Starke,40,fulltime,Retired,Married,Lilyan_Starke21@gmail.com,H3D 1X9,NB,Justicetown,414310.1,True,True,E,21B,21BT,EM
101453,Female,Riana,Stansberry,51,fulltime,5312 Offices of real estate agents and brokers,Married,Riana_Stansberry21@gmail.com,Y3Q 5Z8,NL,Loismouth,64146.5,True,True,E,21B,21BT,EM
101454,Female,Justina,Stansberry,52,fulltime,3152 Cut and sew clothing manufacturing,Married,Justina.Stansberry77@hotmail.com,R6G 5W7,YT,Port Jabari,77002.2,True,True,E,21B,21BT,EM
101463,Male,Alainah,Stanger,52,fulltime,Retired,Married,Alainah.Stanger77@hotmail.com,S4M 1J4,SK,Nataliamouth,426449.5,True,True,E,21B,21BT,EM
101566,Male,Aariyah,Speck,46,fulltime,"5416 Management, scientific and technical consulting services",Married,Aariyah_Speck@yahoo.com,E5M 3O3,PE,West Isaiahhaven,53377.5,True,True,F,21B,21BT,EM
101577,Male,Emmalee,Spears,48,fulltime,,Single,Emmalee.Spears77@hotmail.com,C4B 8L3,QC,South Breanaton,400000.0,True,True,E,11B,11BT,EM
101583,Male,Maylynn,Spain,43,fulltime,Retired,Married,Maylynn.Spain77@hotmail.com,X8E 4Z2,NS,West Ressiefurt,418090.1,True,True,E,21B,21BT,EM
101609,Female,Elleigh,Sorrells,53,fulltime,5312 Offices of real estate agents and brokers,Married,Elleigh_Sorrells21@gmail.com,B9W 5C1,SK,Lake Tressafurt,49178.6,True,True,E,21B,21BT,EM
101617,Male,Aydenn,Soria,44,fulltime,4451 Grocery stores,Single,Aydenn_Soria@yahoo.com,S4A 8E8,ON,Travonville,117188.5,True,True,F,21B,21BT,EM
101659,Other,Neyland,Slaven,39,fulltime,2361 Residential building construction,Married,Neyland_Slaven@yahoo.com,B1E 4D8,PE,North Gertrude,420713.0,True,True,F,21B,21BT,EM
101698,Female,Kennedy,Sitton,34,fulltime,5415 Computer systems design and related services,Married,Kennedy_Sitton@yahoo.com,J5W 9A6,YT,Maxwellfort,424309.0,True,True,F,21B,21BT,EM
101746,Male,Floyd,Sigler,53,fulltime,6113 Universities,Married,Floyd_Sigler@yahoo.com,T3K 2N3,NL,New Jena,45678.6,True,True,F,21B,21BT,EM
101754,Female,Emina,Shuster,50,fulltime,Retired,Widowed,Emina.Shuster77@hotmail.com,J8I 8K1,NT,New Erniehaven,434706.7,True,True,E,21B,21BT,EM
101777,Female,Tenlee,Shriver,46,fulltime,Retired,Widowed,Tenlee_Shriver21@gmail.com,P1C 6L9,NU,East Dee,418790.1,True,True,E,21B,21BT,EM
101834,Male,Inayah,Sherwood,33,fulltime,,Single,Inayah_Sherwood21@gmail.com,T9F 1P5,NS,West Tryciahaven,400000.0,True,True,E,21B,21BT,EM
101859,Other,Auden,Shell,40,fulltime,5415 Computer systems design and related services,Divorced,Auden.Shell77@hotmail.com,T3D 3V0,MB,D'Amoreberg,69571.0,True,True,E,21B,21BT,EM
101862,Other,Braulio,Sheffer,53,fulltime,"5418 Advertising, public relations, and related services",Married,Braulio.Sheffer77@hotmail.com,H6L 5W9,YT,Tristonborough,50434.4,True,True,E,21B,21BT,EM
101897,Male,Swara,Sharpe,47,fulltime,Retired,Married,Swara_Sharpe21@gmail.com,S4W 1H9,BC,Torphyberg,44941.4,True,True,E,21B,21BT,EM
101918,Male,Ambrielle,Shaikh,42,fulltime,6116 Other school and instruction,Single,Ambrielle_Shaikh21@gmail.com,M8U 5R5,NT,East Brianneville,58947.0,True,True,E,21B,21BT,EM
101922,Male,Vansh,Shafer,38,fulltime,"5416 Management, scientific and technical consulting services",Married,Vansh.Shafer77@hotmail.com,L9Q 3H5,AB,Shannachester,46533.0,True,True,E,21B,21BT,EM
101934,Female,Aryam,Severson,47,fulltime,4441 Building material and supplies dealers,Married,Aryam.Severson77@hotmail.com,X9V 2C0,SK,West Caseyburgh,104538.5,True,True,E,21B,21BT,EM
101943,Male,Briley,Serio,30,fulltime,7222 Limited-service restaurants,Single,Briley.Serio77@hotmail.com,T7H 8R6,NU,Bergnaumhaven,421455.28,True,True,E,21B,21BT,EM
101954,Female,Selena,Seidel,46,fulltime,Retired,Single,Selena_Seidel21@gmail.com,H8A 6V6,AB,Arielton,431896.2,True,True,E,21B,21BT,EM
101973,Female,Milan,Sedillo,49,fulltime,"5111 Newspaper, periodical, book and director publishers",Married,Milan.Sedillo77@hotmail.com,L0D 1K0,YT,Langoshbury,41540.4,True,True,E,21B,21BT,EM
102006,Female,Sheena,Sealy,32,fulltime,5613 Employment services,Single,Sheena.Sealy77@hotmail.com,X8O 5J3,ON,Moisesfurt,428306.41,True,True,E,21B,21BT,EM
102026,Female,Lynn,Schofield,35,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",Married,Lynn_Schofield21@gmail.com,H5Q 7H8,NS,North Simoneland,433995.0,True,True,E,21B,21BT,EM
102058,Female,Araiya,Sawyer,40,fulltime,5221 Depository credit intermediation,Separate,Araiya_Sawyer@yahoo.com,T3F 2R9,AB,Skylarhaven,424756.0,True,True,F,21B,21BT,EM
102067,Other,Carolina,Sauer,45,fulltime,Retired,Married,Carolina_Sauer@yahoo.com,N6I 5P7,NS,Port Matteo,415351.0,True,True,F,21B,21BT,EM
102073,Male,Jethro,Sato,34,fulltime,,Single,Jethro_Sato@yahoo.com,H5I 1O4,ON,Prosaccoburgh,400000.0,True,True,F,21B,21BT,EM
102086,Male,Aurelia,Sargent,50,fulltime,3115 Dairy product manufacturing,Married,Aurelia_Sargent21@gmail.com,E0M 8M6,NT,Lake Lonnie,60657.3,True,True,E,21B,21BT,EM
102097,Female,Charley,Santillan,47,fulltime,4911 Postal service,Divorced,Charley_Santillan@yahoo.com,J9P 2J7,NU,Aaronchester,54534.7,True,True,F,21B,21BT,EM
102101,Female,Denis,Sanford,25,fulltime,"2211 Electric power generation, transmission and distribution",Single,Denis_Sanford21@gmail.com,R9J 4I5,BC,Port Brigittefurt,432472.66,True,True,E,21B,21BT,EM
102103,Male,Heather,Sanford,46,fulltime,4842 Specialized freight trucking,Married,Heather_Sanford@yahoo.com,E1U 1W4,MB,Yundthaven,138673.7,True,True,F,21B,21BT,EM
102153,Male,Ziah,Sampson,36,fulltime,9112-9119 Other federal services,Single,Ziah.Sampson77@hotmail.com,T0S 9C1,ON,Port Wilfredshire,66365.0,True,True,E,21B,21BT,EM
102157,Female,Charlie,Sampson,46,fulltime,"5418 Advertising, public relations, and related services",Married,Charlie_Sampson@yahoo.com,B5C 6R4,YT,South Uriah,41391.9,True,True,F,21B,21BT,EM
102183,Female,Allen,Salerno,29,fulltime,,Single,Allen.Salerno77@hotmail.com,P1H 2A1,NS,Port Janieview,400000.0,True,True,E,21B,21BT,EM
102223,Male,Fernanda,Saez,37,fulltime,3333 Commercial and service industry machinery manufacturing,Single,Fernanda_Saez@yahoo.com,V0O 3X3,NB,Haleyfurt,425933.0,True,True,F,21B,21BT,EM
102233,Male,Hutch,Sachs,44,fulltime,Retired,Divorced,Hutch_Sachs21@gmail.com,T5A 2N2,NB,Deckowfurt,128023.0,True,True,E,21B,21BT,EM
102282,Female,Aubrey,Rosenblum,50,fulltime,Retired,Widowed,Aubrey.Rosenblum77@hotmail.com,B1H 5W3,NL,Dickinsonport,86052.4,True,True,E,21B,21BT,EM
102291,Male,Razan,Roper,37,fulltime,5617 Services to buildings and dwellings,Married,Razan.Roper77@hotmail.com,C5C 9M0,ON,Lake Narciso,75747.0,True,True,E,21B,21BT,EM
102302,Female,Kavon,Rome,36,fulltime,,Single,Kavon_Rome21@gmail.com,S0K 1J3,YT,Lizziemouth,139072.0,True,True,E,21B,21BT,EM
102314,Other,Ailin,Rojo,45,fulltime,Retired,Widowed,Ailin_Rojo21@gmail.com,V7L 6H2,NS,Rosettaton,410554.6,True,True,E,21B,21BT,EM
102338,Male,Sofiya,Robillard,42,fulltime,5411 Legal services,Single,Sofiya_Robillard21@gmail.com,N8M 8X8,NU,Joesphstad,84197.0,True,True,E,21B,21BT,EM
102359,Female,Braylie,Rinker,30,fulltime,5411 Legal services,Single,Braylie_Rinker21@gmail.com,R4N 0A2,AB,Waelchifurt,426207.94,True,True,E,21B,21BT,EM
102414,Male,Kallie,Revels,36,fulltime,5221 Depository credit intermediation,Single,Kallie.Revels77@hotmail.com,J6Z 8V6,NL,Kesslermouth,434252.0,True,True,E,21B,21BT,EM
102426,Male,Ridley,Reno,41,fulltime,"5111 Newspaper, periodical, book and director publishers",Single,Ridley.Reno77@hotmail.com,L9X 9O7,NL,New Linda,432507.0,True,True,E,21B,21BT,EM
102443,Female,Tylar,Reese,48,fulltime,5221 Depository credit intermediation,Married,Tylar_Reese21@gmail.com,S1W 2Q8,NU,New Berenice,62671.4,True,True,E,21B,21BT,EM
102469,Male,Iain,Redmon,46,fulltime,3159 Clothing accessories and other clothing manufacturing,Married,Iain_Redmon@yahoo.com,K6I 8J6,NT,West Sabinaton,52487.6,True,True,F,21B,21BT,EM
102471,Female,Allyana,Redman,42,fulltime,Retired,Married,Allyana.Redman77@hotmail.com,N3M 5F2,MB,West Nicholaus,415197.0,True,True,E,21B,21BT,EM
102493,Female,Fatima,Redd,51,fulltime,Retired,Married,Fatima_Redd@yahoo.com,P9Y 2V0,AB,West Travon,431633.7,True,True,F,21B,21BT,EM
102506,Female,Pyper,Reber,43,fulltime,5222 Non-depository credit intermediation,Married,Pyper_Reber21@gmail.com,K8K 7C4,SK,Kuvalisfort,428713.0,True,True,E,21B,21BT,EM
102613,Male,Kailynn,Race,43,fulltime,Retired,Married,Kailynn_Race@yahoo.com,J8E 4E5,YT,Lizahaven,415067.5,True,True,F,21B,21BT,EM
102686,Female,Kailani,Powers,38,fulltime,5221 Depository credit intermediation,Single,Kailani_Powers21@gmail.com,L6N 6F2,PE,Lake Izabellaside,427968.0,True,True,E,21B,21BT,EM
102697,Male,Hayslee,Potter,28,fulltime,5415 Computer systems design and related services,Single,Hayslee_Potter@yahoo.com,G1S 7D4,AB,East Vernaland,41447.67,True,True,F,21B,21BT,EM
102778,Male,Daiana,Pilcher,41,fulltime,3133 Textile and fabric finishing and fabric coating,Divorced,Daiana_Pilcher@yahoo.com,L7R 1R1,SK,Lake Nataliebury,165156.0,True,True,F,21B,21BT,EM
102787,Male,Ira,Pifer,44,fulltime,5613 Employment services,Married,Ira_Pifer@yahoo.com,J5P 2N7,SK,Carissaton,65318.0,True,True,F,21B,21BT,EM
102823,Female,Jaiya,Pfeifer,50,fulltime,5223 Activities related to credit intermediation,Separate,Jaiya_Pfeifer@yahoo.com,A5G 3N2,NU,West Bernadineburg,169778.4,True,True,F,21B,21BT,EM
102829,Male,Kelby,Pfeifer,31,fulltime,,Single,Kelby_Pfeifer@yahoo.com,G6L 0Y6,SK,Roweview,400000.0,True,True,F,21B,21BT,EM
102831,Female,Hashim,Pfeffer,35,fulltime,8111 Automotive repair and maintenance,Married,Hashim.Pfeffer77@hotmail.com,E1K 4C4,AB,Port Cordie,58408.0,True,True,E,21B,21BT,EM
102849,Male,Anas,Petrucci,51,fulltime,6111 Elementary and secondary schools,Married,Anas.Petrucci77@hotmail.com,S0J 4O7,YT,Port Bettyshire,46998.6,True,True,E,21B,21BT,EM
102861,Male,Milan,Perry,52,fulltime,Retired,Married,Milan.Perry77@hotmail.com,H3J 0R3,NT,Schroederview,418384.1,True,True,E,21B,21BT,EM
102933,Male,Kysen,Paz,25,fulltime,,Single,Kysen.Paz77@hotmail.com,R4D 6D5,ON,West Armandberg,400000.0,True,True,E,21B,21BT,EM
102981,Female,Karim,Paugh,37,fulltime,3353 Electrical equipment manufacturing,Single,Karim.Paugh77@hotmail.com,V0J 1T2,BC,Turnerland,85535.0,True,True,E,21B,21BT,EM
103019,Male,Robel,Parmenter,30,fulltime,6220 Hospitals (6221 to 6223),Single,Robel_Parmenter21@gmail.com,H2I 7H4,YT,Lake Medamouth,422934.34,True,True,E,21B,21BT,EM
103038,Male,Otis,Park,52,fulltime,6220 Hospitals (6221 to 6223),Married,Otis.Park77@hotmail.com,R3U 1G7,NT,Bogisichland,66135.3,True,True,E,21B,21BT,EM
103094,Male,Leelah,Palazzolo,55,fulltime,"5111 Newspaper, periodical, book and director publishers",Separate,Leelah_Palazzolo21@gmail.com,J8R 1G0,ON,Lake Juddton,60224.35,True,True,E,21B,21BT,EM
103113,Female,Britain,Osteen,46,fulltime,,Divorced,Britain.Osteen77@hotmail.com,Y5D 9A0,YT,East Lafayette,434503.7,True,True,E,21B,21BT,EM
103158,Male,Marciano,Ordaz,51,fulltime,2361 Residential building construction,Married,Marciano.Ordaz77@hotmail.com,L9S 5Z3,PE,D'Amoreborough,54260.8,True,True,E,21B,21BT,EM
103171,Male,Courtland,Omar,41,fulltime,"3327 Machine shops, turned product, and screw, nut and bolt manufact",Single,Courtland_Omar@yahoo.com,L2R 0E2,MB,South Brock,433221.0,True,True,F,21B,21BT,EM
103193,Male,Ozias,Olson,49,fulltime,Retired,Married,Ozias_Olson21@gmail.com,Y7U 9R9,NL,New Lyla,431024.0,True,True,E,21B,21BT,EM
103218,Other,Sandra,Oliva,42,fulltime,Retired,Married,Sandra.Oliva77@hotmail.com,K2S 7E6,NL,New Mavisview,416515.1,True,True,E,21B,21BT,EM
103229,Other,Susie,Oleary,52,fulltime,4482 Shoe stores,Widowed,Susie_Oleary21@gmail.com,B6N 3A5,BC,Bogisichshire,69251.6,True,True,E,21B,21BT,EM
103234,Female,Aly,Ogilvie,36,fulltime,8111 Automotive repair and maintenance,Single,Aly_Ogilvie@yahoo.com,Y3T 9V3,MB,Fayton,423496.0,True,True,F,21B,21BT,EM
103269,Male,Adel,Noyes,40,fulltime,4481 Clothing stores,Separate,Adel.Noyes77@hotmail.com,H0K 2B2,NS,Madonnaport,431263.0,True,True,E,21B,21BT,EM
103297,Male,Emaline,Northcutt,35,fulltime,5239 Other financial investment activities,Single,Emaline_Northcutt@yahoo.com,K8J 7L3,MB,South Conradfurt,420059.0,True,True,F,21B,21BT,EM
103321,Male,Jencarlos,Nigro,33,fulltime,,Single,Jencarlos_Nigro@yahoo.com,C3L 8M1,NS,North Isom,400000.0,True,True,F,21B,21BT,EM
103366,Male,Zaina,Neubauer,35,fulltime,6230 Nursing and residential care facilities (6231 to 6239),Married,Zaina_Neubauer@yahoo.com,B0L 3B7,SK,South Vellachester,72453.0,True,True,F,21B,21BT,EM
103398,Other,Amias,Nauman,43,fulltime,8131 Religious organizations,Single,Amias.Nauman77@hotmail.com,H6L 6N5,NT,New Vaughn,67729.2,True,True,E,21B,21BT,EM
103418,Other,Kai,Nail,55,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",Married,Kai_Nail21@gmail.com,H3R 9O3,NU,South Briceshire,50071.0,True,True,E,21B,21BT,EM
103461,Female,Maylin,Musselman,41,fulltime,Retired,Divorced,Maylin.Musselman77@hotmail.com,J7Z 2J8,NB,New Lilianeport,419757.5,True,True,E,21B,21BT,EM
103539,Female,Acelyn,Moyer,48,fulltime,6220 Hospitals (6221 to 6223),Married,Acelyn.Moyer77@hotmail.com,B9D 0L4,NL,Brianaview,76574.3,True,True,E,21B,21BT,EM
103554,Female,Leyah,Motley,44,fulltime,"5416 Management, scientific and technical consulting services",Single,Leyah.Motley77@hotmail.com,Y9J 3C3,NB,Littleberg,123007.5,True,True,E,21B,21BT,EM
103617,Male,Aydenn,Morley,33,fulltime,5221 Depository credit intermediation,Single,Aydenn.Morley77@hotmail.com,S4A 8E8,ON,Travonville,433005.28,True,True,E,21B,21BT,EM
103633,Male,Harlen,Morelli,47,fulltime,Retired,Married,Harlen_Morelli@yahoo.com,K9R 2S0,NT,Wilkinsontown,414394.8,True,True,F,21B,21BT,EM
103647,Female,Kenlie,Moreau,40,fulltime,7222 Limited-service restaurants,Married,Kenlie.Moreau77@hotmail.com,J1N 8Y2,QC,New Ophelia,40404.0,True,True,E,11B,11BT,EM
103674,Male,Gabrielle,Monteith,25,fulltime,8141 Private households,Single,Gabrielle.Monteith77@hotmail.com,H2Z 8J9,NU,Johnmouth,431643.37,True,True,E,21B,21BT,EM
103689,Other,Akeem,Monteiro,37,fulltime,3231 Printing and related support activities,Single,Akeem.Monteiro77@hotmail.com,G0R 5F9,ON,Wisokymouth,62975.0,True,True,E,21B,21BT,EM
103699,Other,Kristian,Montalvo,45,fulltime,6113 Universities,Married,Kristian_Montalvo@yahoo.com,P2S 5C6,NU,Consuelotown,47378.1,True,True,F,21B,21BT,EM
103722,Female,Aarushi,Mohn,40,fulltime,"5418 Advertising, public relations, and related services",Married,Aarushi.Mohn77@hotmail.com,R8I 9R3,NS,Jaylonton,43788.0,True,True,E,21B,21BT,EM
